,x,y,z,c
162,-4752603.507938789,-150.0689567150792,412.0260876557733,0
163,-5764909.118666204,-151.59139237686932,345.6905153742548,0
164,-3415970.685672913,-134.71693396135137,-198.76686344200854,0
165,-5320622.664524079,18.261398672342967,158.41107159239013,0
166,-5939232.3427901,-260.99062878804494,-54.60137266401487,0
167,-1104155.4782980853,609.3851482452274,-190.16932644204195,0
168,-5942883.32946077,-246.933590547969,-112.2734603669712,0
169,-5326919.957098612,-244.8897369657018,244.0263289132675,0
170,-5832916.259601251,-243.57135463762683,-80.53519886927275,0
171,-4536533.230568895,-15.307036583238158,623.5409037277144,0
172,-4202117.373961236,581.939744747398,587.9153324887909,0
173,-5709531.174084128,-233.05279015900936,79.70842668917982,0
174,-5932129.327053469,-251.76563268048335,-258.67565193469784,0
175,-5934147.297197119,-222.44865300411138,-180.06630365700505,0
176,-4262267.974054933,66.62145269208598,-199.0748021604646,0
177,-5066851.479227204,48.58374159322705,465.02394462241773,0
178,-5600078.09565568,-221.27677278675162,234.11917460651247,0
179,-5948835.337838117,-251.37132485074542,-145.14730455156698,0
180,-5428990.970811828,-201.0717215747615,349.7031373805818,0
181,-3468333.7933930303,-204.2523843959403,-197.50198145171055,0
182,-4465359.224825083,-50.59676291288883,-200.43265074226454,0
183,-5597818.118134759,-242.8387556803588,307.7269222966487,0
184,-5711754.955732695,-32.660689400282656,95.8995192122507,0
185,-5117570.8894017795,-298.3462052078371,34.389005267711234,0
186,-5940643.340632806,-258.3763329567912,-125.21888431409363,0
187,-5489860.9694706155,-167.04247213694774,173.9240477494961,0
188,-5612784.081180628,-201.2598726883384,146.50431856783808,0
189,-4414189.073398464,59.29800309193623,-200.72844732337893,0
190,-5365501.967383352,-233.40281509144268,58.162964199779665,0
191,-5898389.320208692,-263.71428666743384,-207.30984760685428,0
192,-5773523.1941590905,-215.98744599539216,192.65918833516415,0
193,-5677883.273523959,570.9960649840529,326.8449789231133,0
194,-5961395.378097129,-281.56438023814366,-223.4853546097329,0
195,-5010685.486503351,10.372466411763202,45.8899070704293,0
196,-5427413.984028203,-214.5322269190867,107.07907073019118,0
197,-3108612.448350328,-86.89323341599848,-195.87977505899258,0
198,-4307852.975192005,91.90788781577682,575.2926247030109,0
199,-4200568.029847725,-18.06842660837858,-198.8768544802598,0
200,-5732901.083856151,-137.60350313073494,241.3448195586876,0
201,-5924069.346741562,-273.74485174197406,-97.94285054339707,0
202,-5876672.3153626025,-270.51139798488094,-152.98078024661052,0
203,-3930809.0668439064,-198.59963769730908,478.41826395875114,0
204,1139984.0920818427,-101.37849400198542,-183.1551233761274,0
205,-5830581.241642747,-228.247989214043,27.016956010970688,0
206,-1488691.2442980863,122.14919796886315,-192.28720508443854,0
207,-5437706.8968348205,-129.31826607487943,244.06379058368938,0
208,-5345835.8487444,-135.33896970052666,424.65824078948225,0
209,-3680628.573622077,112.5941298400521,-199.03492548758157,0
210,16346345.10249043,683.8624497268363,-131.57223112129256,2
211,-5890271.237163582,-191.65128985851092,-103.5570841658084,0
212,-5604139.085333614,-209.75813769662682,166.72966998472526,0
213,-3190328.5891412687,-169.0144698860153,661.0375011697928,0
214,-5872263.251989195,-214.62792415089956,135.82608036411838,0
215,-5228573.96291195,-304.54948396174103,12.85948230872547,0
216,-4427425.199455437,-48.22520211963499,-200.45892035704924,0
217,-5858148.298016655,-264.8422922411969,-139.17349203703793,0
218,-5942684.363361486,-278.08638123237574,-165.07621625871417,0
219,-5955728.370964941,-277.80179810724263,-156.02817185962044,0
220,-5858032.255442429,-226.0151769679475,-86.6977809989221,0
221,-5826481.215578835,-206.7446983754318,31.895642599313813,0
222,-5842355.2604784155,-239.20568699418317,-105.4814683072242,0
223,-5496132.920969137,-119.2135769687992,133.95406202439773,0
224,-5864702.265563091,-231.65704485396788,-135.4176100098123,0
225,-5156153.802187568,-197.2596033858561,310.02200287367674,0
226,-5953775.355589738,-264.91477407107885,-184.87201350349937,0
227,6418333.133180721,3422.415284626404,-171.15055543628137,0
228,-5646637.011696697,-119.20258178944277,214.08089780726903,0
229,-5895368.289432576,-236.21325300532857,60.648592114490675,0
230,3593434.548320748,-119.66656563541717,-176.35982400167728,0
231,-3528127.7110847263,-96.60237432636117,-199.52346809809012,0
232,-5873884.325861526,-281.5831580113721,-140.9794918329732,0
233,-4263842.947898547,91.34046681016916,-200.31193669954482,0
234,-4736117.495247682,-148.59297646196325,-201.6956591053023,0
235,-5927787.323138181,-249.48105270006505,-118.3815806954424,0
236,-5824941.254325768,-243.25675020253775,-144.04990718877505,0
237,-4439194.027698513,114.71023762809851,-202.38520063350757,0
238,-4566469.323026147,-84.0497133764091,271.0341991446762,0
239,-5897626.317695528,-260.7403214159711,74.53418857403318,0
240,-5960822.359397601,-265.2604172143613,-248.6423707566956,0
241,-5888674.250954138,-205.30880125002085,-170.4027190802931,0
242,-5912618.309269601,-245.1332115516511,-106.37010329939623,0
243,32587314.64423326,-1349.5129798246924,-86.82977573126695,2
244,-4931088.516143758,-60.717245581964235,-202.82307684293096,0
245,-2815339.6940269163,441.5165032615584,743.0788310510254,0
246,-5755157.144553771,-181.03209615918038,84.4724452458879,0
247,-5832030.2333687125,-219.74489228325527,111.2044194456909,0
248,-5619515.050681921,-169.8365369821392,100.83867880568435,0
249,-3995684.8941128384,-6.793714174823021,-200.67053988862358,0
250,-5081358.710013159,-154.27858896331418,246.75086421867206,0
251,-5813910.302766031,-294.38206966564934,-242.4072140395147,0
252,-3901687.0658887997,-214.90596916167877,-198.99505317705263,0
253,-5957234.358012709,-265.1568871037885,-146.07196168921445,0
254,-5270958.802052292,-134.90200959005867,-201.9565945946007,0
255,-5877559.308333297,-263.56644104804684,-122.29385202615333,0
256,-5787607.2710599825,-279.1532721364184,-149.6266315307085,0
257,-5844013.219497936,-200.5761120871028,90.3724098008249,0
258,-2534069.0964018214,-79.87310559671216,651.9903971019475,0
259,-5941061.323774196,-242.87065133520716,-172.99318160422985,0
260,-5663416.210085469,-291.4792052324988,-77.3701191829595,0
261,-5760079.14947745,-182.69822892648594,155.047466959072,0
262,-5305211.844174277,-153.76530206738377,336.95976956722404,0
263,-5878957.304476066,-259.11749000100843,-39.8134736156981,0
264,25564994.356783215,-1407.0917175881389,-114.65985847288556,2
265,-5295968.766631911,-88.63151977258198,19.504253502269155,0
266,-5517800.922373051,-108.50569543793395,214.53237139663133,0
267,-5731164.000848659,-63.29983902956161,34.19061070145437,0
268,-5313886.969719849,-263.9709177394114,38.26719620965537,0
269,-2302159.6991799185,153.5290042534394,-195.98077957767373,0
270,-2465683.5023164637,422.84493846966745,-197.3767744943601,0
271,-3365090.800721945,-267.51895493915373,-197.250970787842,0
272,-2413416.2078798884,-249.3608836541643,-196.16597645841324,0
273,-5705577.11495857,-181.36302420480396,32.64333928196945,0
274,-5797066.211315238,-219.00503853864885,26.002728547326765,0
275,-5401400.927646401,-177.16718848101,164.13365890341282,0
276,-5124637.653666488,-78.92797803623053,367.04459165494103,0
277,-5724746.151329299,-204.218766801195,-95.39836410371278,0
278,-5480353.001660564,-201.49353113431442,122.64350357480097,0
279,-4581063.299750767,-55.61394618891103,-201.69885325941897,0
280,-5935300.35057668,-270.2834779344714,-77.49229099440257,0
281,-5710181.177247519,-235.41544259569054,135.4068466820814,0
282,-5949498.3419624455,-255.7624700742111,-215.63086488779783,0
283,-5194384.651802224,-39.91040600763732,-202.20552226620893,0
284,-5961384.387055846,-289.5753864330785,-202.80625096435526,0
285,-5893913.279864066,-228.63404463481137,-112.53438429005891,0
286,2327521.4740086924,506.96985556857413,-178.57635583626146,0
287,-5163951.62941949,-36.266100865160176,-201.5353015427602,0
288,88748.34972347999,-200.02521100856626,651.5367103812601,0
289,-5950474.3663311945,-276.5305666988628,-186.87631654741028,0
290,-5870863.263127465,-225.95058792247025,-86.45212907977786,0
291,35950593.526485495,-2389.888440733027,-77.15664686461304,2
292,-4878050.473800305,-49.68699797807111,626.5703086536245,0
293,-1499845.3474711091,34.34346237889205,-191.9716584203203,0
294,-4263616.762667769,260.08647818419774,-201.0463034239308,0
295,-5858864.292365668,-259.1410727340305,-47.752941653134954,0
296,-5927218.335787014,-261.1789685164012,-44.71160746654207,0
297,-5784362.266774092,-276.80190257922885,-109.12488853304434,0
298,-5341116.800025791,-93.51470669580058,418.52794275174915,0
299,-4064861.9184272233,9.066076542593514,-200.8231455273944,0
300,-5840117.1884568045,-174.7022965244607,-61.98828940433332,0
301,-5019853.570230442,-61.341202297527275,-201.22929631841424,0
302,-3408067.3020734484,210.62002062466186,-195.06394485755487,0
303,3340720.190220078,-306.1353839690215,502.0183703276595,0
304,-5779237.213785315,-231.38446054538935,-149.9419802885944,0
305,3746005.024808287,-680.9132545651221,-178.78822978958038,0
306,-5415343.020465191,-254.64089864102257,-12.388836928397987,0
307,-4135916.1126359394,-128.9898617133218,-198.64786179173333,0
308,-5835330.207023003,-194.05668066342065,46.36126895994392,0
309,-4716363.315705851,5.875109997839078,711.6967010081695,0
310,7325042.4797656005,505.92197834014564,-170.07642241070076,0
311,-5682399.1781931305,-251.77414810425574,51.73923289406152,0
312,-5914795.264127217,-202.76121684632284,-88.76872264751886,0
313,-5844654.18241617,-166.72195550742106,-56.0357737480226,0
314,-5646821.030086335,-135.95507473004358,178.9192806191966,0
315,-5224646.8625599565,-214.3172195847073,466.596555766772,0
316,-5417783.778277077,-31.48983034149841,498.2730785898978,0
317,-2582040.932468413,94.5075013290279,-192.78951469473932,0
318,-2730593.239098832,-103.54044303216706,-195.80130173009138,0
319,-774140.7665889425,1077.3055368725097,-193.79550451541942,0
320,-5939077.344046454,-262.182968808144,-26.822808786692576,0
321,-4020068.3300343114,520.9138833202727,-199.4352300930446,0
322,-5779946.1914646495,-209.96166545522001,205.71060616778138,0
323,-5957785.356489868,-263.5227730259423,-178.97811504896424,0
324,-5887246.306656775,-256.8739914841732,-170.38997875322437,0
325,-5870241.27137168,-233.6943771846794,-21.098628972117424,0
326,-5116246.589676639,-24.50725223623378,779.10422488068,0
327,-5932837.346477294,-267.9560093882695,-104.29762996557778,0
328,-5846692.201815385,-182.75893791157293,216.29588067316922,0
329,-5718378.144944203,-201.44067738410135,153.19321741071275,0
330,-5757612.182557502,-214.3499727514424,138.81902948072718,0
331,-728569.0468350892,-114.69043106843492,-189.4126270650129,0
332,-5939007.335039494,-254.1721599290012,-125.27529308876493,0
333,-5759381.230414846,-257.2546812845653,-67.28987806379253,0
334,-5666831.072671748,-163.93824215697387,120.15928696986184,0
335,2669614.84742456,659.7032907126438,-183.13883859291562,0
336,6334924.408961831,72.98643281503576,-169.56643877118637,0
337,-5015840.477629185,21.766478064732006,343.18945091292375,0
338,-5918447.280460668,-215.7178397528754,-129.57998585705582,0
339,-4416304.103034074,33.57389846068742,-200.72374616885278,0
340,-4521491.240814569,-32.84361948592996,671.8086237592313,0
341,-3053539.0082177552,1195.6941406299636,-199.0292358329958,0
342,-5938373.324557493,-244.90514353064327,-73.69876739154306,0
343,-5305741.755788618,-72.4083541128956,501.46129595973133,0
344,12091643.289836673,-458.7060691769253,-147.6464296485617,0
345,16396401.388022415,4.991255880990537,-131.32932107228183,2
346,-5911974.272500348,-211.88728831631838,-47.95221928125286,0
347,-5121975.594950933,-26.197410841594838,728.6629554874448,0
348,-5947989.356951055,-269.2857358463879,-157.00491262352753,0
349,-5182918.557752288,39.51729729027546,-202.87876322947983,0
350,-2792228.12635843,33.06058095898975,-196.75106150175225,0
351,-5923428.354653955,-281.24375787986753,-229.45648333675442,0
352,3302493.5173083507,923.4112689900396,-180.54136673907635,0
353,-5330826.837177205,-132.87832532313453,502.5634082811832,0
354,-5831074.28831973,-270.65476900556246,-0.037805937765329235,0
355,-5958774.373598607,-279.5409212421394,-262.6490141411134,0
356,-5821576.253300415,-244.02071356279268,-76.3436370522414,0
357,-4431843.464400603,-287.4305787853345,61.9187231125038,0
358,-4588840.417952146,-157.76585019998228,481.5986021103394,0
359,-5878009.283717423,-240.34980176648526,162.89466567683556,0
360,-4174271.042398723,-43.91656407702362,-198.4446923823848,0
361,-5900044.340837314,-280.89331299456285,-116.47632542832103,0
362,-5705151.1308887,-195.9251062688529,124.61345830483515,0
363,-4978019.578045677,-89.98044587590357,577.8468629227615,0
364,-5940840.34826348,-265.18246681718836,-101.35311943736171,0
365,-5942089.364978037,-279.78588492405584,-127.15799055233103,0
366,-5918786.329330166,-260.2689865963093,-164.53023138492878,0
367,-5753772.1852951655,-219.35390508262395,-73.96426372706775,0
368,22764507.256987255,950.5512874582279,-119.87679426447325,2
369,-4817293.604507819,-202.94538283328842,258.43480838120854,0
370,-5271163.919853985,-241.87112312423548,63.08686028847071,0
371,-5950431.3724400485,-282.65062012683717,-214.863790497134,0
372,-3221745.2805059776,128.19316403773823,-197.65273796616628,0
373,-1004021.4850512841,548.4742298693241,-191.33807228413292,0
374,-4785024.471265463,-99.9329419771967,-200.70996260278378,0
375,22963711.94939557,-1262.0561259825859,-119.96117044189916,2
376,-3378093.5724761584,-52.28109990694376,-199.87059835449017,0
377,-5800715.236351958,-239.94369610160274,-32.885977656083355,0
378,-5585331.127028002,-258.2850809843093,55.04748126567978,0
379,-5848030.272750496,-247.08646674978334,16.907848008881185,0
380,-5934920.327774497,-250.71450748508315,-221.27132291506442,0
381,-5881138.338293359,-289.54418071915154,-214.9607315242641,0
382,-5246655.990207654,-320.37000960321,-152.7258263151631,0
383,-4976068.431184448,40.76188811738508,40.83258637412558,0
384,-5297565.877832243,-188.95577223832944,69.17410584158586,0
385,-5329486.674786501,13.917032808605226,214.62076465603909,0
386,5410108.610616613,-147.52356064557532,-169.797798133864,0
387,3656907.7293879655,10.663632277469931,-179.42641153040034,0
388,-3299400.484280441,-13.463487539304134,789.2123629599873,0
389,-5953434.355780463,-265.2854609870003,-184.89871762651973,0
390,-2572672.3988044225,-335.76469559982644,-194.84038338093774,0
391,-4107109.134065687,-163.19516177987836,460.28062509170843,0
392,-5939537.327937203,-247.5297222138224,-183.02383754869277,0
393,-2875674.4552327297,-219.9458332246132,398.2906363266726,0
394,-5722009.207910945,-257.2459432285865,-73.27040057654864,0
395,-5784929.196585674,-212.2929377281849,3.778923889188031,0
396,-5789485.213652302,-225.31629881933046,33.762065676099425,0
397,-5056060.785091468,-236.8916673472697,136.06240259268026,0
398,-1269309.5582194747,-284.4577024883286,-190.51391101636304,0
399,-4270740.112074256,-52.94980775215696,730.6952151793575,0
400,6700471.154815355,552.1125831100658,-161.77358157963155,0
401,-5905171.30569706,-246.19831137147676,-175.35047717899198,0
402,-5100612.665013636,-103.00194018022204,94.67374470411262,0
403,-5853824.275869675,-246.73635371007157,16.881781071975063,0
404,-5841288.275742179,-253.49068070044706,19.86989113985346,0
405,-5662431.171042529,-255.85437351978584,215.84549558085936,0
406,-5185855.665354959,-55.849670124131336,427.37952145710665,0
407,-5955601.381453473,-287.9499056111771,-231.43198001154664,0
408,-4817060.322618589,53.18915387393523,-202.09075764047023,0
409,-4735439.139138862,175.66320152325324,-201.3872000032759,0
410,-5846833.273208592,-248.31394096137723,-83.46071781586166,0
411,-1791447.0040502744,507.23954963881687,-196.80650302921052,0
412,-3724680.8540929575,-119.03718272840057,-199.1999122972201,0
413,-3319371.9153851196,-396.86083763702754,107.80759061743879,0
414,-3863848.4975471655,282.54631948001486,-196.30434108350406,0
415,-4700046.537209273,-205.0140749440244,706.2092016982966,0
416,-2735448.9707732997,143.7688549066524,-193.9374188324036,0
417,11104191.72086349,-435.5854432052015,-153.33603586892423,0
418,-5324617.715144035,-24.808528521132228,614.2876103926026,0
419,-5881949.297854125,-251.69994542205413,-180.04953125365344,0
420,-2412829.79441155,129.07536513560783,671.6749449101972,0
421,6590124.6943663275,193.08368023480753,-170.58368100650108,0
422,-5874513.259908828,-220.97052718917465,-60.66398044694916,0
423,-5908661.30844927,-246.5006348188101,-82.45702752621487,0
424,-5958934.380109095,-285.3559692377307,-264.316264765761,0
425,12085489.207704753,-530.7661595696125,-157.1526281291711,0
426,-5288697.882306367,-197.7590551731327,156.8993973931547,0
427,-1185553.128430302,61.592343580322535,-191.70453022138793,0
428,-5150214.88095793,-272.6051388309605,91.81111555008958,0
429,-4546198.251856874,-30.91604951060163,-201.55644545600674,0
430,-3010394.1871085535,97.37250019233824,-195.4317124777688,0
431,-3938558.7364703133,106.85572146932118,567.6029607403316,0
432,-5866657.280706833,-244.4740346171672,-164.34930419523036,0
433,-4131621.8749865275,86.59408727569519,567.9649042666865,0
434,8105263.775852516,-563.875370242474,-164.57981690596839,0
435,-5703238.07912953,-148.63798868181547,780.2204195191504,0
436,-5539742.99795575,-165.40747778857346,168.1859560169219,0
437,-3681488.0678615184,-336.82831996678044,256.33509231252987,0
438,-5711643.143572246,-203.1947557872776,543.7724317619967,0
439,-4255768.868335539,159.47159679073602,-200.18768209783076,0
440,-1292662.4911573671,701.1374146805416,-190.8426002138078,0
441,2868522.072016803,755.4688704421008,-182.98688794995766,0
442,-5160342.773223161,-167.95570771453535,557.4420614629721,0
443,-5842419.269710766,-247.28819017907293,48.836068290511136,0
444,-5878047.2305016015,-192.13872562090003,-17.116531565321882,0
445,-5739465.172529858,-215.21247751812186,61.836979368582085,0
446,-5330144.895584004,-186.58685505531642,478.6751468590045,0
447,-5927383.321416358,-247.99550931735726,-43.68589843966787,0
448,-5870082.270446318,-232.8897378152029,-7.054856523598935,0
449,29906830.1061542,-1281.2192043662508,-98.82764069467272,2
450,-3435328.9086377164,-326.83812846222037,354.04634733372694,0
451,18326924.908534322,-579.607094913747,-137.44511460705647,2
452,-5918695.29691054,-230.48920576243995,-86.56571053135504,0
453,-5921488.342288465,-270.3908560528806,-119.24625836436608,0
454,-5624488.117404088,-228.23658956428486,-25.9374198928151,0
455,-5345453.719367133,-17.69875113568566,336.15572407705434,0
456,-859059.8157019226,167.47863974590265,-191.509092068056,0
457,-5627364.165895501,-271.00835438647937,-92.22235682252538,0
458,-5229033.952649593,-295.0083085066733,-30.986459329804283,0
